scripture_name,level_1,level_2,level_3,name,type,description,child_type,media_path
RigVeda,9,19,NULL,Sukta - 19,Sukta,"Soma and Indra (lord of the divine mind) are the lords of the truth- world and illuminations. The thoughts desire union with the
mighty Soma, and he establishes the seed (of future illuminations)",Mantra,1
RigVeda,9,20,NULL,Sukta - 20,Sukta,Soma (delight of action/experience/existence) links the mind of the aspirant with the cosmic consciousness (vishwani chetasa) and creates the inspirations (shravah). The seer prays for the riches it grants,Mantra,1
RigVeda,9,21,NULL,Sukta - 21,Sukta,"The flowing Soma fulfillls the aspirations, He is the charioteer guided by the intuition (ketum)",Mantra,1
RigVeda,9,22,NULL,Sukta - 22,Sukta,The Soma is released with a sound and spreads swiftly throughout the being and reaches beyond the mind-body complex to the vasts beyond,Mantra,1
RigVeda,9,23,NULL,Sukta - 23,Sukta,"Soma destroys the enemies and creates the right impulsions in the being, it builds the truth in its completeness there. It makes Indra (lord of divine mind) rapturous for the killing of Vritra (inconscient",Mantra,1
RigVeda,9,24,NULL,Sukta - 24,Sukta," Soma is the pure and the purifier, it manifests the powers of the gods. The seer prays to Soma to flow in the fields of action",Mantra,1
RigVeda,9,25,NULL,Sukta - 25,Sukta,Soma is asked to flow for the delight of Vayu (lord of the vital) and Maruts (luminous life powers manifest in the will & thought) and Indra,Mantra,1
RigVeda,9,26,NULL,Sukta - 26,Sukta,Vipras (wise men) with their subtle intellect purify the Soma (delight of action/experience/existence) in the lap of Aditi (infinite consciousness). The Soma is placed in mental heaven by the wise. Soma is released at the heights (of consciousness) by the companion (mental) powers with the adris (perhaps the firm force of aspiration/mantra),Mantra,1
RigVeda,9,27,NULL,Sukta - 27,Sukta,"Soma provides the fulfilment, is the winner of the truth-world, is released in the woodlands of delight, is the showerer of bliss from the heights of mental heavens making Indra (lord of divine mind) rapturous in the antariksha (midworld of vital)",Mantra,1
RigVeda,9,28,NULL,Sukta - 28,Sukta,Soma is purified through the sense-mind and it pervades throughout as a knower of all states of being,Mantra,1
RigVeda,9,29,NULL,Sukta - 29,Sukta,"Soma is born of the jyoti (solar light of truth), it increases in the inner being like a bright ocean, it protects from the enemies",Mantra,1
RigVeda,9,30,NULL,Sukta - 30,Sukta,"The sweet (madhu) Soma is purified through the strainer of the sense mind, and impels the speech of the aspirant. It is released for Indra and Maruts (luminous life powers manifest in the will & thought)",Mantra,1
RigVeda,9,31,NULL,Sukta - 31,Sukta,"The Soma increases the light for the mind and body, the life forces and the movements of the being are in harmony with it. Soma is termed as Babhru (one who upbears the worlds)",Mantra,1
RigVeda,9,32,NULL,Sukta - 32,Sukta,"The forces of the triple being extract the Soma and make it flow for the gods, Soma guides the thoughts of all, it oversees the mental heaven and physical earth. The seer prays for Yasha (glory), Shravah (inspired hearing) and Medha (intellect)",Mantra,1
RigVeda,9,33,NULL,Sukta - 33,Sukta,"The streams of Soma (delight of action/experience/existence) uphold the streams of Truth and imperishable knowledge and plenitude in the inner being. The Soma is pressed out for Indra (divine mind), Vayu (Vital), Varuna (Vastness), Maruts (life-thought gods) and Vishnu (extensions). When the illuminations are expressed in words, the Soma is released. The seer seeks the felicities of the four oceans (of being)",Mantra,1
RigVeda,9,34,NULL,Sukta - 34,Sukta,"Soma is purified by the triple being for Indra, it is mixed with the infusions of knowledge, the Maruts release the essence of the Soma.",Mantra,1
RigVeda,9,35,NULL,Sukta - 35,Sukta,"The aspirants spontaneously praise the Soma
Soma's impulsions make the aspirant overcome all obstacles and move towards the plenitudes. Soma is the upholder of all",Mantra,1
RigVeda,9,36,NULL,Sukta - 36,Sukta,"Soma flows to the bowls (Chamvo, subliminal being) from the purifier (sense-mind). It ascends to the heavens and procures Ashvas (life- energies), Gavah (illuminations) and Viryas (hero-mights)",Mantra,1
RigVeda,9,37,NULL,Sukta - 37,Sukta,"Soma flows to Indra to greaten Him, & thus is the killer of Vritra (the inconscient concealer) & the one who makes the Sun (of truth) ascend above the triple being",Mantra,1
RigVeda,9,38,NULL,Sukta - 38,Sukta,"Soma is a child of divah (illumined planes of consciousness), it is purified by the triple being for Indra",Mantra,1
RigVeda,9,39,NULL,Sukta - 39,Sukta,"Soma (delight of action/experience/existence) is made ready for the gods, it causes the rain of heaven's bounty (mental illuminations and energies)",Mantra,1
RigVeda,9,40,NULL,Sukta - 40,Sukta,"The seer prays for all kinds of riches from Soma, which lead to a twofold increase (inner and outer being)",Mantra,1
RigVeda,9,41,NULL,Sukta - 41,Sukta,"Soma removes the dark coverings, it releases the aspirant from the hold of the hostiles. The seer prays for the enveloping riches of Soma",Mantra,1
RigVeda,9,42,NULL,Sukta - 42,Sukta,Soma forms the truth in the movements and flows for the delight of the gods once released by the thought,Mantra,1
RigVeda,9,43,NULL,Sukta - 43,Sukta,"The seer greatens the Soma-delight by the mantras, and prays to it to fetch the felicities from the beyond",Mantra,1
RigVeda,9,44,NULL,Sukta - 44,Sukta,"Soma impels the being towards the wideness of the goal, the aspirant for the fulfilment releases it in all 3 lower parts of his being. The seer prays for the plenitude and the vast inspiration",Mantra,1
RigVeda,9,45,NULL,Sukta - 45,Sukta,"Soma (delight of action/experience/existence) is released for the drink of Indra (lord of divine mind). The aspirants seek
Soma in his Vana (woodlands of delight)",Mantra,1
RigVeda,9,46,NULL,Sukta - 46,Sukta,"Soma manifests the Gods, it increases the power of Indra in the being, the ten (mental) powers purify the Soma",Mantra,1
RigVeda,9,47,NULL,Sukta - 47,Sukta,"For the safety of the work done and for future realisations, Soma destroys the hostiles. The seer prays for this Soma to guide the mental force for the winning of the fullness",Mantra,1
RigVeda,9,48,NULL,Sukta - 48,Sukta,"Soma is Sukratu (one with perfect will), it creates perfection in work and destroys the hostiles. The soul-bird fetches the Soma from regions beyond",Mantra,1
RigVeda,9,49,NULL,Sukta - 49,Sukta,The flow of Soma brings the herds of illuminations and the rain of heavenly energies,Mantra,1
RigVeda,9,50,NULL,Sukta - 50,Sukta,The release of Soma with the press-stones (perhaps the force of aspiration in the mind & body) leads to the three chants (perhaps the three types of Vedic chants or the three chants of the triple being) seeking the abundance,Mantra,1
RigVeda,9,51,NULL,Sukta - 51,Sukta,The released Soma is purified for the drinking of Indra along with Maruts (luminous life powers who manifest in will & thought),Mantra,1
RigVeda,9,52,NULL,Sukta - 52,Sukta,Soma (delight of action/experience/existence) is invited to the inner being from its native world of light to bring the riches and plenitude,Mantra,1
RigVeda,9,53,NULL,Sukta - 53,Sukta,"Soma (as joined with Indra, lord of divine mind) destroys the hostiles for the protection of the blissful movements",Mantra,1
RigVeda,9,54,NULL,Sukta - 54,Sukta,"Soma stands above the lower triple worlds like Surya (the sun of infinite truth), the aspirants prays for its manifestation for inviting the gods to the sacrifice",Mantra,1
RigVeda,9,55,NULL,Sukta - 55,Sukta,Soma is asked to flow for the destruction of hostiles and the nourishment of the aspirants,Mantra,1
RigVeda,9,56,NULL,Sukta - 56,Sukta,Purified Soma joined with Indra brings the plenitude to the seekers,Mantra,1
RigVeda,9,57,NULL,Sukta - 57,Sukta,"The seer seeks the flow of Soma upwards towards the mental heavens, it observes the visions of mind and moves the forces of life",Mantra,1
RigVeda,9,58,NULL,Sukta - 58,Sukta,Soma (delight of action/experience/existence) flows rapidly and makes the aspirants overcome the obstacles and obtain the riches,Mantra,1
RigVeda,9,59,NULL,Sukta - 59,Sukta,The seer seeks new realisations and asks Soma to flow in and along with (i.e. make blissful) all the parts and movements of the being,Mantra,1
RigVeda,9,60,NULL,Sukta - 60,Sukta,"Soma is one with thousand eyes or centres of vision. He the all- seeing one is invoked in the gayatri rhythm for the new
Realisations",Mantra,1
RigVeda,9,61,NULL,Sukta - 61,Sukta,Soma is released and purified for an offering to Indra (so that He can accomplish His mighty deeds as in ages before) and other gods. The seer prays for the divine impulsions and felicities and strengths; and for the victory over the hostiles ,Mantra,1
RigVeda,9,62,NULL,Sukta - 62,Sukta,"The streams of Soma flow and create the inner harmony and bliss required for the growth of knowledge and will. As an offering to the gods, it brings the riches of the spirit to the seekers",Mantra,1
RigVeda,9,63,NULL,Sukta - 63,Sukta,"The Soma is released and purified for the Gods, the aspirants are asked to maintain its flow for the growth of the truth
consciousness and the achievement of the riches",Mantra,1
RigVeda,9,64,NULL,Sukta - 64,Sukta,"Soma (delight of action/experience/existence) flows to the seat of truth, It rains the riches as urged by the luminous thoughts of the aspirants. Purified Soma with infusions of knowledge is offered to the Gods",Mantra,1
RigVeda,9,65,NULL,Sukta - 65,Sukta,"Soma is upholder of the mental heaven and physical earth, He is the showerer of heavenly illuminations and energies. He is sought by Indra (lord of divine mind) and Maruts (luminous life powers the manifest in will and thought).
The Soma is fulfilling when pressed in the inner heart",Mantra,1
RigVeda,9,66,NULL,Sukta - 66,Sukta,"The Soma is released at the appropriate time in the order of the truth, it is purified thought the sense-life/mind, it moves to the (superconscient) ocean- to the truth. The seven rivers/voices/thoughts (pure movements of the sevenfold manifestation) are associated with Soma
The seer prays to Agni (lord of seer will) for the inner purification and nourishment",Mantra,1
RigVeda,9,67,NULL,Sukta - 67,Sukta,Different seers sing the glories of Soma which is identified with various god- powers in the hymn. The one who hymns these affirmations receives the inspired knowledge and the delightful energies,Mantra,1
RigVeda,9,68,NULL,Sukta - 68,Sukta,"Soma spontaneously flows to Indra to greaten Him, It crosses the purifying nest of sense-life and mind-life and seizes the demons from within. It united the progress of the soul and nature, It nourishes and impels the mind and body",Mantra,1
RigVeda,9,69,NULL,Sukta - 69,Sukta, Soma passes through the purifying net of sense-life and mind-life and creates a luminous robe out of it (i.e. the delight is expressed in the formation of mind and senses). Soma goes to Indra in the rapture of which Vritra (inconscient coverer) is slayed,Mantra,1
RigVeda,9,70,NULL,Sukta - 70,Sukta,"Fed by the infusions of the illuminations in the thrice seven supreme planes, Soma creates the fourfold worlds, it fills the being of the sincere seekers with plenitude, It destroys the enemies in the midworld (vital)",Mantra,1
RigVeda,9,71,NULL,Sukta - 71,Sukta,Soma (delight of action/experience/existence) from its high station destroys the hostiles and makes the truth-consciousness manifest. It is increased by the illumined words of the aspirants,Mantra,1
